Program/Agency Name,Project Name,Sub-Project Name,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Total 10 Year,Ward Number,Ward,Category
Economic Development and Culture,Service Enhancement,John St. Roundhouse Machine Shop-FY,0.00,0.00,550.00,0.00,0.00,500.00,500.00,0.00,0.00,300.00,1850.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
Economic Development and Culture,Service Enhancement,Mackenzie House Transformation-FY,0.00,150.00,400.00,900.00,0.00,0.00,500.00,0.00,0.00,0.00,1950.00,13.00,Toronto Centre,Service Improvement and Enhancement
Economic Development and Culture,Service Enhancement,Market Gallery - 2021/2022,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,13.00,Toronto Centre,Service Improvement and Enhancement
Economic Development and Culture,Service Enhancement,Market Gallery - FY,0.00,0.00,150.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,450.00,13.00,Toronto Centre,Service Improvement and Enhancement
Economic Development and Culture,Service Enhancement,Montgomery's Inn Briarly Room-FY,0.00,0.00,250.00,550.00,0.00,0.00,0.00,400.00,0.00,0.00,1200.00,2.00,Etobicoke Centre,Service Improvement and Enhancement
Economic Development and Culture,Service Enhancement,Scarborough Museum Kennedy Gallery,120.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,21.00,Scarborough Centre,Service Improvement and Enhancement
Fire Services,Fire Preven-Office Space Accomodation (3 Dohme),Fire Preven-Office Space Accomodation (3 Dohme),0.00,5617.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5617.00,19.00,Beaches-East York,State of Good Repair
Fire Services,HUSAR Building Expansion,HUSAR Buidling Expansion,1105.00,1105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2210.00,16.00,Don Valley East,Growth Related
Fire Services,HUSAR Building Expansion,HUSAR Buidling Expansion-Change in Scope,430.00,2280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2710.00,16.00,Don Valley East,Growth Related
Fire Services,Live Fire Training Simulator,Live Fire Training Simulator,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,23.00,Scarborough-North,Health and Safety
"Parks, Forestry & Recreation",Arena,Don Mills Community Recreation Facility - Design,830.00,3570.00,800.00,300.00,200.00,0.00,0.00,0.00,0.00,0.00,5700.00,16.00,Don Valley East,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Arena,Don Mills Community Recreation Facility-Construct,0.00,10000.00,23000.00,23000.00,23000.00,0.00,0.00,0.00,0.00,0.00,79000.00,16.00,Don Valley East,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Arena,FMP-Artificial Ice Rink (1) Construction,0.00,3665.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3665.00,7.00,Humber River-Black Creek,Growth Related
"Parks, Forestry & Recreation",Arena,FMP-Artificial Ice Rink (1) Design,95.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,7.00,Humber River-Black Creek,Growth Related
"Parks, Forestry & Recreation",Arena,FMP-Skating Trail,60.00,1250.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2560.00,2.00,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Arena,FMP-Ward 21 Artificial Ice Rink (2) Construction,0.00,0.00,0.00,0.00,2105.00,1405.00,0.00,0.00,0.00,0.00,3510.00,21.00,Scarborough Centre,Growth Related
"Parks, Forestry & Recreation",Arena,FMP-Ward 21 Artificial Ice Rink (2) Design,0.00,0.00,0.00,60.00,218.00,112.00,0.00,0.00,0.00,0.00,390.00,21.00,Scarborough Centre,Growth Related
"Parks, Forestry & Recreation",Community Centres,40 Wabash Parkdale New CC (RFR#7) - Construction,0.00,12000.00,22000.00,22000.00,3000.00,0.00,0.00,0.00,0.00,0.00,59000.00,4.00,Parkdale-High Park,Growth Related
"Parks, Forestry & Recreation",Community Centres,40 Wabash Parkdale New CC (RFR#7) - Design,512.00,300.00,250.00,250.00,188.00,0.00,0.00,0.00,0.00,0.00,1500.00,4.00,Parkdale-High Park,Growth Related
"Parks, Forestry & Recreation",Community Centres,40 Wabash Parkdale New CC Design Additional Funds,723.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1223.00,4.00,Parkdale-High Park,Growth Related
"Parks, Forestry & Recreation",Community Centres,Bessarion CC - Additional Funding,2225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2225.00,17.00,Don Valley North,Growth Related
"Parks, Forestry & Recreation",Community Centres,Bessarion CC - Construction Funding,652.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,652.00,17.00,Don Valley North,Growth Related
"Parks, Forestry & Recreation",Community Centres,Bessarion CC (Canadian Tire) - Construction,8472.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8472.00,17.00,Don Valley North,Growth Related
"Parks, Forestry & Recreation",Community Centres,Bessarion CC FFE,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,17.00,Don Valley North,Growth Related
"Parks, Forestry & Recreation",Community Centres,Bessarion CC Indoor Play Space,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,17.00,Don Valley North,Growth Related
"Parks, Forestry & Recreation",Community Centres,East Bayfront Community Centre,0.00,7000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,10.00,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Community Centres,Edithvale CC -S37 Change of Scope,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,18.00,Willowdale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Community Centres,FMP John Innes CRC Redevelopment (3) - Design,0.00,2640.00,800.00,800.00,600.00,0.00,0.00,0.00,0.00,0.00,4840.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Community Centres,FMP John Innes CRC Redevelopment (3)-Construction,0.00,0.00,19000.00,20924.00,19026.00,0.00,0.00,0.00,0.00,0.00,58950.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Community Centres,FMP Lawrence Heights Community Centre - Design,300.00,1900.00,400.00,350.00,350.00,200.00,0.00,0.00,0.00,0.00,3500.00,8.00,Eglinton-Lawrence,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP Lawrence Heights Community Centre-Construction,0.00,0.00,10000.00,22125.00,22125.00,7750.00,0.00,0.00,0.00,0.00,62000.00,8.00,Eglinton-Lawrence,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Albion Pool and Health Club-Redevelopment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,4000.00,4500.00,1.00,Etobicoke North,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Central Etobicoke CRC (1) Construction,0.00,0.00,0.00,10000.00,22125.00,22125.00,7750.00,0.00,0.00,0.00,62000.00,2.00,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Central Etobicoke CRC (1) Design,0.00,750.00,1450.00,400.00,350.00,350.00,200.00,0.00,0.00,0.00,3500.00,2.00,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Dennis R Timbrell RC Redevelopment (7) Design,0.00,0.00,0.00,0.00,0.00,500.00,1500.00,1000.00,1500.00,0.00,4500.00,16.00,Don Valley East,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Downtown (Ramsden) CRC (1) Design,250.00,1750.00,400.00,350.00,350.00,200.00,0.00,0.00,0.00,0.00,3300.00,11.00,University-Rosedale,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Downtown CRC (1) Construction,0.00,0.00,10000.00,22125.00,22125.00,7750.00,0.00,0.00,0.00,0.00,62000.00,11.00,University-Rosedale,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Etobicoke Civic Centre Community Centre,2125.00,24610.00,15082.00,17383.00,3225.00,0.00,0.00,0.00,0.00,0.00,62425.00,3.00,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Falstaff CC Redevelopment (6) Construction,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,22000.00,18500.00,0.00,55500.00,5.00,York South-Weston,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Falstaff CC Redevelopment (6) Design,0.00,0.00,0.00,0.00,500.00,1500.00,1000.00,1000.00,500.00,0.00,4500.00,5.00,York South-Weston,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Jenner Jean Marie Facility Study,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,15.00,Don Valley West,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Jenner Jean Marie Space Addition (1) Construct,0.00,2300.00,1850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4150.00,15.00,Don Valley West,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Jenner Jean-Marie CC Space Addition (1) Design,85.00,140.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,15.00,Don Valley West,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Masaryk-Cowan CC - Upgrades,0.00,0.00,0.00,0.00,1450.00,1543.00,0.00,0.00,0.00,0.00,2993.00,4.00,Parkdale-High Park,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Community Centres,FMP-Masaryk-Cowan CRC Redevelop (4) Construction,0.00,0.00,0.00,0.00,15000.00,22000.00,18500.00,0.00,0.00,0.00,55500.00,4.00,Parkdale-High Park,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Masaryk-Cowan CRC Redevelopment (4) Design,0.00,0.00,500.00,1500.00,1000.00,1000.00,500.00,0.00,0.00,0.00,4500.00,4.00,Parkdale-High Park,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-North Rexdale CRC (3) Construction,0.00,0.00,0.00,0.00,0.00,0.00,12000.00,20000.00,5000.00,0.00,37000.00,1.00,Etobicoke North,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-North Rexdale CRC (3) Design,0.00,0.00,0.00,0.00,500.00,1000.00,750.00,500.00,250.00,0.00,3000.00,1.00,Etobicoke North,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Scarborough Centennial RC Redevelop (5)Design,0.00,0.00,0.00,500.00,1500.00,1000.00,1000.00,500.00,0.00,0.00,4500.00,24.00,Scarborough-Guildwood,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Scarborough Centennial Redevelop (5) Construct,0.00,0.00,0.00,0.00,0.00,15000.00,22000.00,18500.00,0.00,0.00,55500.00,24.00,Scarborough-Guildwood,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Stan Wadlow Clubhouse Redevelopment (8) Design,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,1500.00,2500.00,4500.00,19.00,Beaches-East York,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-SW Scarborough CRC (2) Construction,0.00,0.00,0.00,0.00,0.00,12000.00,20000.00,10000.00,0.00,0.00,42000.00,20.00,Scarborough Southwest,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-SW Scarborough CRC (2) Design,0.00,0.00,0.00,500.00,1000.00,750.00,500.00,250.00,0.00,0.00,3000.00,20.00,Scarborough Southwest,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Wallace Emerson (Galleria) Redevelopment,1000.00,27550.00,34500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63050.00,9.00,Davenport,Growth Related
"Parks, Forestry & Recreation",Community Centres,Lower Yonge Street Community Centre Space,11850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11850.00,10.00,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Community Centres,Main Square CC Redevelopment Construction,0.00,0.00,0.00,0.00,0.00,12300.00,12300.00,12200.00,0.00,0.00,36800.00,19.00,Beaches-East York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Community Centres,Main Square CC Redevelopment Design,0.00,0.00,0.00,700.00,1000.00,900.00,300.00,300.00,0.00,0.00,3200.00,19.00,Beaches-East York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Community Centres,Newtonbrook CC Development,0.00,0.00,0.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,18.00,Willowdale,Growth Related
"Parks, Forestry & Recreation",Community Centres,North East Scarborough CC-Construction,0.00,9252.00,30684.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39936.00,25.00,Scarborough-Rouge Park,Growth Related
"Parks, Forestry & Recreation",Community Centres,North East Scarborough CC-Design,200.00,200.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,25.00,Scarborough-Rouge Park,Growth Related
"Parks, Forestry & Recreation",Community Centres,North East Scarborough CC-Design Additional Funds,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,25.00,Scarborough-Rouge Park,Growth Related
"Parks, Forestry & Recreation",Community Centres,North East Scarborough New CC (RFR#3) Construction,1226.00,29623.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30849.00,25.00,Scarborough-Rouge Park,Growth Related
"Parks, Forestry & Recreation",Community Centres,Western North York New CC (RFR#5) Construction,2000.00,22000.00,20000.00,14000.00,0.00,0.00,0.00,0.00,0.00,0.00,58000.00,7.00,Humber River-Black Creek,Growth Related
"Parks, Forestry & Recreation",Community Centres,Western North York New CC (RFR#5) Design,720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,720.00,7.00,Humber River-Black Creek,Growth Related
"Parks, Forestry & Recreation",Community Centres,Western North York New CC Design Additional Funds,465.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.00,7.00,Humber River-Black Creek,Growth Related
"Parks, Forestry & Recreation",Environmental Initiatives,Wilket Creek Phase 3,0.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,15.00,Don Valley West,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Land Acquisition,28 Bathurst Street Environmental,30.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,10.00,Spadina-Fort York,Legislated
"Parks, Forestry & Recreation",Land Acquisition,705 Progress Avenue - Remediation,0.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,200.00,24.00,Scarborough-Guildwood,Legislated
"Parks, Forestry & Recreation",Land Acquisition,Acquisition of 5-25 Wellesley & 14-26 Breadalbane,0.00,8556.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8556.00,13.00,Toronto Centre,Growth Related
"Parks, Forestry & Recreation",Land Acquisition,Green Line - Remediation,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,12.00,Toronto-St. Pauls,Legislated
"Parks, Forestry & Recreation",Land Acquisition,Land Acquisition Edithvale Park,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,18.00,Willowdale,Growth Related
"Parks, Forestry & Recreation",Land Acquisition,Market Lane Parkette & S Market Pk Remediation,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,13.00,Toronto Centre,Legislated
"Parks, Forestry & Recreation",Outdoor Recreation Centres,Dufferin Grove New Community Field House,1208.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2208.00,9.00,Davenport,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Outdoor Recreation Centres,East Mall Park New Fitness Equipment S42,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,2.00,Etobicoke Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Outdoor Recreation Centres,Eglinton Flats Park New Fitness Equipment S42,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,5.00,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP Basketball Full Court,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158.00,19.00,Beaches-East York,Growth Related
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP Basketball Full Court - Dennis Flynn Pk,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158.00,2.00,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP Basketball Full Court - Seven Oaks Park,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158.00,24.00,Scarborough-Guildwood,Growth Related
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP Basketball Full Court - Tom Riley Pk,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158.00,3.00,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP-Ward 2 Skateboard Park (4),0.00,0.00,0.00,50.00,850.00,0.00,0.00,0.00,0.00,0.00,900.00,2.00,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Outdoor Recreation Centres,Humber Bay East - New Building S37/S45,1972.00,6070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8042.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Outdoor Recreation Centres,Leslie Street Spit Washroom,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,14.00,Toronto-Danforth,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Outdoor Recreation Centres,Marie Curtis Park - New Fitness Equipment S42,20.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Outdoor Recreation Centres,Noble Park Basketball Court S42,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,5.00,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Outdoor Recreation Centres,Park Lawn Track S42,0.00,45.00,375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Outdoor Recreation Centres,Topham Park Clubhouse Improvements S37,306.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,306.00,19.00,Beaches-East York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,10 Ordnance Street Development - Construction S42,0.00,500.00,3700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4200.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,10 Ordnance Street Development - Design S42,225.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,1001 Ellesmere Road - Park Development,60.00,840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,21.00,Scarborough Centre,Growth Related
"Parks, Forestry & Recreation",Park Development,150 Sterling - Above Base Park Development,0.00,0.00,0.00,110.00,1280.00,0.00,0.00,0.00,0.00,0.00,1390.00,9.00,Davenport,Growth Related
"Parks, Forestry & Recreation",Park Development,167 Armour Boulevard - Park Development S37,335.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.00,6.00,York Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,174-180 Broadway Avenue Above Base Development,0.00,330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.00,15.00,Don Valley West,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,223 Gladys Allison Pl - Lee Lifeson Park Expansion,20.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,18.00,Willowdale,Growth Related
"Parks, Forestry & Recreation",Park Development,229 Richmond Street Park Development S37,200.00,800.00,9000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,10.00,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Park Development,25 Oakcrest Park Development S42,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,19.00,Beaches-East York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,261 Nairn Avenue - Park Development,0.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,9.00,Davenport,Growth Related
"Parks, Forestry & Recreation",Park Development,318 Queens Quay W Pk Development Design,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,318 Queens Quay W/Rees Pk Development Const,0.00,2500.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,318 Queens Quay W/Rees Pk Development Construction,685.00,2831.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3516.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,320 Markham - Park Development,60.00,740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,24.00,Scarborough-Guildwood,Growth Related
"Parks, Forestry & Recreation",Park Development,468-470 Queen St W - Park Development,0.00,170.00,1945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2115.00,10.00,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Park Development,55 Isaac Devins Blvd/3035 Weston Rd Blk 79 Develop,50.00,550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,7.00,Humber River-Black Creek,Growth Related
"Parks, Forestry & Recreation",Park Development,57 Brock Avenue - Park Development,0.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,4.00,Parkdale-High Park,Growth Related
"Parks, Forestry & Recreation",Park Development,640 Lansdowne Avenue - Park Development,0.00,70.00,810.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,880.00,9.00,Davenport,Growth Related
"Parks, Forestry & Recreation",Park Development,64A Thirteenth St - Colonel Samuel Smith Pk Exp,0.00,0.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00,3.00,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,652 Eastern Above Base Park Development,0.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00,14.00,Toronto-Danforth,Growth Related
"Parks, Forestry & Recreation",Park Development,666 Spadina Above Base Park Development,0.00,570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,570.00,11.00,University-Rosedale,Growth Related
"Parks, Forestry & Recreation",Park Development,705 Progress Avenue - Ph 1 Park Development,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,1419.00,0.00,1509.00,24.00,Scarborough-Guildwood,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,705 Progress Avenue - Ph 2 Park Development,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,700.00,24.00,Scarborough-Guildwood,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,76 Coral Gable Drive Park Development,30.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,7.00,Humber River-Black Creek,Growth Related
"Parks, Forestry & Recreation",Park Development,Albert Standing Park Redevelopment S45,0.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,18.00,Willowdale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Alexandra Park - Park Improvements,120.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,920.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Allan Gardens OLA,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Anniversary Park - Development,30.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Apted Park Construction - S45,0.00,0.00,650.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,7.00,Humber River-Black Creek,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Apted Park Design - S37,0.00,45.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,7.00,Humber River-Black Creek,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Art Shoppe Park Development,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,12.00,Toronto-St. Pauls,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Balmoral Park Improvements S37,0.00,40.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,6.00,York Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Barbara Hall Park Redevelopment S37,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Bellbury Park Improvements S42,0.00,30.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,17.00,Don Valley North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Bisset Park OLA S37,20.00,255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.00,3.00,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Bob Acton Park Improvements S42,20.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,19.00,Beaches-East York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Carlaw-Dundas and Ward 30 Park Improvements,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,14.00,Toronto-Danforth,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Centennial Park Master Plan Ph1 Implementation,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,2.00,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Park Development,Centennial Park Trail Improvements,0.00,750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750.00,2.00,Etobicoke Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Christie Pits Skateboard Park Lighting,51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,11.00,University-Rosedale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Corktown Common Neighbourhood OLA,400.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Corktown Parks - Additional Funding S42,0.00,687.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,687.00,13.00,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,David Crombie Park Revitalization & Area Parks,180.00,6000.00,4600.00,4600.00,4600.00,4223.00,0.00,0.00,0.00,0.00,24203.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
